time_period,time_identifier,geographic_level,country_code,country_name,region_name,region_code,old_la_code,la_name,new_la_code,pcon_code,pcon_name,phase_type_grouping,establishment_type,hospital_school,sen_provision,pupil_count
202122,Academic year,Local authority,E92000001,England,London,E12000007,211,Tower Hamlets,E09000030,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,81
202122,Academic year,Local authority,E92000001,England,London,E12000007,211,Tower Hamlets,E09000030,,,State-funded nursery,Total,Total,Total,475
202122,Academic year,Local authority,E92000001,England,London,E12000007,211,Tower Hamlets,E09000030,,,State-funded nursery,Total,Total,"Education, health and care plan",18
202122,Academic year,Local authority,E92000001,England,London,E12000007,211,Tower Hamlets,E09000030,,,State-funded nursery,Total,Total,SEN support / SEN without an EHC plan,83
202122,Academic year,Local authority,E92000001,England,London,E12000007,211,Tower Hamlets,E09000030,,,State-funded primary,Total,Total,Total,25678
202122,Academic year,Local authority,E92000001,England,London,E12000007,211,Tower Hamlets,E09000030,,,State-funded primary,Total,Total,"Education, health and care plan",952
202122,Academic year,Local authority,E92000001,England,London,E12000007,211,Tower Hamlets,E09000030,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,3510
202122,Academic year,Local authority,E92000001,England,London,E12000007,211,Tower Hamlets,E09000030,,,State-funded secondary,Total,Total,Total,19559
202122,Academic year,Local authority,E92000001,England,London,E12000007,211,Tower Hamlets,E09000030,,,State-funded secondary,Total,Total,"Education, health and care plan",824
202122,Academic year,Local authority,E92000001,England,London,E12000007,211,Tower Hamlets,E09000030,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,1923
202122,Academic year,Local authority,E92000001,England,London,E12000007,211,Tower Hamlets,E09000030,,,State-funded special school,Total,Total,Total,755
202122,Academic year,Local authority,E92000001,England,London,E12000007,211,Tower Hamlets,E09000030,,,State-funded special school,Total,Total,"Education, health and care plan",754
202122,Academic year,Local authority,E92000001,England,London,E12000007,211,Tower Hamlets,E09000030,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,1
202122,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,,,Independent school,Total,Total,Total,2140
202122,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,,,Independent school,Total,Total,"Education, health and care plan",2
202122,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,198
202122,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,,,State-funded alternative provision,Total,Total,Total,31
202122,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,,,State-funded alternative provision,Total,Total,"Education, health and care plan",7
202122,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,22
202122,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,,,State-funded nursery,Total,Total,Total,272
202122,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,,,State-funded nursery,Total,Total,"Education, health and care plan",14
202122,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,,,State-funded nursery,Total,Total,SEN support / SEN without an EHC plan,24
202122,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,,,State-funded primary,Total,Total,Total,24919
202122,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,,,State-funded primary,Total,Total,"Education, health and care plan",804
202122,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,2900
202122,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,,,State-funded secondary,Total,Total,Total,16556
202122,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,,,State-funded secondary,Total,Total,"Education, health and care plan",483
202122,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,1980
202122,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,,,State-funded special school,Total,Total,Total,776
202122,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,,,State-funded special school,Total,Total,"Education, health and care plan",767
202122,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,9
202122,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,Independent school,Total,Total,Total,10022
202122,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,Independent school,Total,Total,"Education, health and care plan",325
202122,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,1447
202122,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,State-funded alternative provision,Total,Total,Total,57
202122,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,State-funded alternative provision,Total,Total,"Education, health and care plan",10
202122,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,40
202122,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,State-funded nursery,Total,Total,Total,179
202122,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,State-funded nursery,Total,Total,"Education, health and care plan",7
202122,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,State-funded nursery,Total,Total,SEN support / SEN without an EHC plan,49
202122,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,State-funded primary,Total,Total,Total,19280
202122,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,State-funded primary,Total,Total,"Education, health and care plan",726
202122,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,2625
202122,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,State-funded secondary,Total,Total,Total,13348
202122,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,State-funded secondary,Total,Total,"Education, health and care plan",488
202122,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,1628
202122,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,State-funded special school,Total,Total,Total,884
202122,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,State-funded special school,Total,Total,"Education, health and care plan",879
202122,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,5
202122,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,Independent school,Total,Total,Total,9417
202122,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,Independent school,Total,Total,"Education, health and care plan",219
202122,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,1473
202122,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,State-funded alternative provision,Total,Total,Total,47
202122,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,State-funded alternative provision,Total,Total,"Education, health and care plan",6
202122,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,39
202122,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,State-funded nursery,Total,Total,Total,259
202122,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,State-funded nursery,Total,Total,"Education, health and care plan",10
202122,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,State-funded nursery,Total,Total,SEN support / SEN without an EHC plan,79
202122,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,State-funded primary,Total,Total,Total,8881
202122,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,State-funded primary,Total,Total,"Education, health and care plan",346
202122,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,1081
202122,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,State-funded secondary,Total,Total,Total,12771
202122,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,State-funded secondary,Total,Total,"Education, health and care plan",296
202122,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,1427
202122,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,State-funded special school,Total,Total,Total,240
202122,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,State-funded special school,Total,Total,"Education, health and care plan",239
202122,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,0
202021,Academic year,National,E92000001,England,,,,,,,,Independent school,Total,Total,Total,569366
202021,Academic year,National,E92000001,England,,,,,,,,Independent school,Total,Total,"Education, health and care plan",21887
202021,Academic year,National,E92000001,England,,,,,,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,80386
202021,Academic year,National,E92000001,England,,,,,,,,Non-maintained special school,Total,Total,Total,3924
202021,Academic year,National,E92000001,England,,,,,,,,Non-maintained special school,Total,Total,"Education, health and care plan",3850
202021,Academic year,National,E92000001,England,,,,,,,,Non-maintained special school,Total,Total,SEN support / SEN without an EHC plan,63
202021,Academic year,National,E92000001,England,,,,,,,,State-funded alternative provision,Total,Total,Total,12785
202021,Academic year,National,E92000001,England,,,,,,,,State-funded alternative provision,Total,Total,"Education, health and care plan",3064
202021,Academic year,National,E92000001,England,,,,,,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,7511
202021,Academic year,National,E92000001,England,,,,,,,,State-funded nursery,Total,Total,Total,37865
202021,Academic year,National,E92000001,England,,,,,,,,State-funded nursery,Total,Total,"Education, health and care plan",540
202021,Academic year,National,E92000001,England,,,,,,,,State-funded nursery,Total,Total,SEN support / SEN without an EHC plan,5038
202021,Academic year,National,E92000001,England,,,,,,,,State-funded primary,Total,Total,Total,4660264
202021,Academic year,National,E92000001,England,,,,,,,,State-funded primary,Total,Total,"Education, health and care plan",95601
202021,Academic year,National,E92000001,England,,,,,,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,586926
202021,Academic year,National,E92000001,England,,,,,,,,State-funded secondary,Total,Total,Total,3493507
202021,Academic year,National,E92000001,England,,,,,,,,State-funded secondary,Total,Total,"Education, health and care plan",68370
202021,Academic year,National,E92000001,England,,,,,,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,401563
202021,Academic year,National,E92000001,England,,,,,,,,State-funded special school,Total,Total,Total,134176
202021,Academic year,National,E92000001,England,,,,,,,,State-funded special school,Total,Total,"Education, health and care plan",132306
202021,Academic year,National,E92000001,England,,,,,,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,1596
202021,Academic year,Regional,E92000001,England,London,E12000007,,,,,,Independent school,Total,Total,Total,146901
202021,Academic year,Regional,E92000001,England,London,E12000007,,,,,,Independent school,Total,Total,"Education, health and care plan",3690
202021,Academic year,Regional,E92000001,England,London,E12000007,,,,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,17870
202021,Academic year,Regional,E92000001,England,London,E12000007,,,,,,Non-maintained special school,Total,Total,Total,301
202021,Academic year,Regional,E92000001,England,London,E12000007,,,,,,Non-maintained special school,Total,Total,"Education, health and care plan",300
202021,Academic year,Regional,E92000001,England,London,E12000007,,,,,,Non-maintained special school,Total,Total,SEN support / SEN without an EHC plan,1
202021,Academic year,Regional,E92000001,England,London,E12000007,,,,,,State-funded alternative provision,Total,Total,Total,2112
202021,Academic year,Regional,E92000001,England,London,E12000007,,,,,,State-funded alternative provision,Total,Total,"Education, health and care plan",356
202021,Academic year,Regional,E92000001,England,London,E12000007,,,,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,1274
202021,Academic year,Regional,E92000001,England,London,E12000007,,,,,,State-funded nursery,Total,Total,Total,8383
202021,Academic year,Regional,E92000001,England,London,E12000007,,,,,,State-funded nursery,Total,Total,"Education, health and care plan",120
202021,Academic year,Regional,E92000001,England,London,E12000007,,,,,,State-funded nursery,Total,Total,SEN support / SEN without an EHC plan,1295
202021,Academic year,Regional,E92000001,England,London,E12000007,,,,,,State-funded primary,Total,Total,Total,717944
202021,Academic year,Regional,E92000001,England,London,E12000007,,,,,,State-funded primary,Total,Total,"Education, health and care plan",19563
202021,Academic year,Regional,E92000001,England,London,E12000007,,,,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,84986
202021,Academic year,Regional,E92000001,England,London,E12000007,,,,,,State-funded secondary,Total,Total,Total,558326
202021,Academic year,Regional,E92000001,England,London,E12000007,,,,,,State-funded secondary,Total,Total,"Education, health and care plan",13065
202021,Academic year,Regional,E92000001,England,London,E12000007,,,,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,59905
202021,Academic year,Regional,E92000001,England,London,E12000007,,,,,,State-funded special school,Total,Total,Total,19297
202021,Academic year,Regional,E92000001,England,London,E12000007,,,,,,State-funded special school,Total,Total,"Education, health and care plan",18762
202021,Academic year,Regional,E92000001,England,London,E12000007,,,,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,451
202021,Academic year,Local authority,E92000001,England,London,E12000007,201,City of London,E09000001,,,Independent school,Total,Total,Total,2445
202021,Academic year,Local authority,E92000001,England,London,E12000007,201,City of London,E09000001,,,Independent school,Total,Total,"Education, health and care plan",0
202021,Academic year,Local authority,E92000001,England,London,E12000007,201,City of London,E09000001,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,248
202021,Academic year,Local authority,E92000001,England,London,E12000007,201,City of London,E09000001,,,State-funded primary,Total,Total,Total,270
202021,Academic year,Local authority,E92000001,England,London,E12000007,201,City of London,E09000001,,,State-funded primary,Total,Total,"Education, health and care plan",7
202021,Academic year,Local authority,E92000001,England,London,E12000007,201,City of London,E09000001,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,45
202021,Academic year,Local authority,E92000001,England,London,E12000007,301,Barking and Dagenham,E09000002,,,Independent school,Total,Total,Total,191
202021,Academic year,Local authority,E92000001,England,London,E12000007,301,Barking and Dagenham,E09000002,,,Independent school,Total,Total,"Education, health and care plan",71
202021,Academic year,Local authority,E92000001,England,London,E12000007,301,Barking and Dagenham,E09000002,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,3
202021,Academic year,Local authority,E92000001,England,London,E12000007,301,Barking and Dagenham,E09000002,,,State-funded alternative provision,Total,Total,Total,78
202021,Academic year,Local authority,E92000001,England,London,E12000007,301,Barking and Dagenham,E09000002,,,State-funded alternative provision,Total,Total,"Education, health and care plan",2
202021,Academic year,Local authority,E92000001,England,London,E12000007,301,Barking and Dagenham,E09000002,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,19
202021,Academic year,Local authority,E92000001,England,London,E12000007,301,Barking and Dagenham,E09000002,,,State-funded primary,Total,Total,Total,24999
202021,Academic year,Local authority,E92000001,England,London,E12000007,301,Barking and Dagenham,E09000002,,,State-funded primary,Total,Total,"Education, health and care plan",540
202021,Academic year,Local authority,E92000001,England,London,E12000007,301,Barking and Dagenham,E09000002,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,3331
202021,Academic year,Local authority,E92000001,England,London,E12000007,301,Barking and Dagenham,E09000002,,,State-funded secondary,Total,Total,Total,19029
202021,Academic year,Local authority,E92000001,England,London,E12000007,301,Barking and Dagenham,E09000002,,,State-funded secondary,Total,Total,"Education, health and care plan",367
202021,Academic year,Local authority,E92000001,England,London,E12000007,301,Barking and Dagenham,E09000002,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,1737
202021,Academic year,Local authority,E92000001,England,London,E12000007,301,Barking and Dagenham,E09000002,,,State-funded special school,Total,Total,Total,485
202021,Academic year,Local authority,E92000001,England,London,E12000007,301,Barking and Dagenham,E09000002,,,State-funded special school,Total,Total,"Education, health and care plan",480
202021,Academic year,Local authority,E92000001,England,London,E12000007,301,Barking and Dagenham,E09000002,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,5
202021,Academic year,Local authority,E92000001,England,London,E12000007,302,Barnet,E09000003,,,Independent school,Total,Total,Total,7661
202021,Academic year,Local authority,E92000001,England,London,E12000007,302,Barnet,E09000003,,,Independent school,Total,Total,"Education, health and care plan",152
202021,Academic year,Local authority,E92000001,England,London,E12000007,302,Barnet,E09000003,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,1027
202021,Academic year,Local authority,E92000001,England,London,E12000007,302,Barnet,E09000003,,,State-funded alternative provision,Total,Total,Total,60
202021,Academic year,Local authority,E92000001,England,London,E12000007,302,Barnet,E09000003,,,State-funded alternative provision,Total,Total,"Education, health and care plan",6
202021,Academic year,Local authority,E92000001,England,London,E12000007,302,Barnet,E09000003,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,48
202021,Academic year,Local authority,E92000001,England,London,E12000007,302,Barnet,E09000003,,,State-funded nursery,Total,Total,Total,430
202021,Academic year,Local authority,E92000001,England,London,E12000007,302,Barnet,E09000003,,,State-funded nursery,Total,Total,"Education, health and care plan",1
202021,Academic year,Local authority,E92000001,England,London,E12000007,302,Barnet,E09000003,,,State-funded nursery,Total,Total,SEN support / SEN without an EHC plan,29
202021,Academic year,Local authority,E92000001,England,London,E12000007,302,Barnet,E09000003,,,State-funded primary,Total,Total,Total,30826
202021,Academic year,Local authority,E92000001,England,London,E12000007,302,Barnet,E09000003,,,State-funded primary,Total,Total,"Education, health and care plan",839
202021,Academic year,Local authority,E92000001,England,London,E12000007,302,Barnet,E09000003,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,3388
202021,Academic year,Local authority,E92000001,England,London,E12000007,302,Barnet,E09000003,,,State-funded secondary,Total,Total,Total,28593
202021,Academic year,Local authority,E92000001,England,London,E12000007,302,Barnet,E09000003,,,State-funded secondary,Total,Total,"Education, health and care plan",700
202021,Academic year,Local authority,E92000001,England,London,E12000007,302,Barnet,E09000003,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,2406
202021,Academic year,Local authority,E92000001,England,London,E12000007,302,Barnet,E09000003,,,State-funded special school,Total,Total,Total,665
202021,Academic year,Local authority,E92000001,England,London,E12000007,302,Barnet,E09000003,,,State-funded special school,Total,Total,"Education, health and care plan",623
202021,Academic year,Local authority,E92000001,England,London,E12000007,302,Barnet,E09000003,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,42
202021,Academic year,Local authority,E92000001,England,London,E12000007,303,Bexley,E09000004,,,Independent school,Total,Total,Total,692
202021,Academic year,Local authority,E92000001,England,London,E12000007,303,Bexley,E09000004,,,Independent school,Total,Total,"Education, health and care plan",66
202021,Academic year,Local authority,E92000001,England,London,E12000007,303,Bexley,E09000004,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,43
202021,Academic year,Local authority,E92000001,England,London,E12000007,303,Bexley,E09000004,,,State-funded alternative provision,Total,Total,Total,6
202021,Academic year,Local authority,E92000001,England,London,E12000007,303,Bexley,E09000004,,,State-funded alternative provision,Total,Total,"Education, health and care plan",0
202021,Academic year,Local authority,E92000001,England,London,E12000007,303,Bexley,E09000004,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,5
202021,Academic year,Local authority,E92000001,England,London,E12000007,303,Bexley,E09000004,,,State-funded primary,Total,Total,Total,22935
202021,Academic year,Local authority,E92000001,England,London,E12000007,303,Bexley,E09000004,,,State-funded primary,Total,Total,"Education, health and care plan",545
202021,Academic year,Local authority,E92000001,England,London,E12000007,303,Bexley,E09000004,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,2402
202021,Academic year,Local authority,E92000001,England,London,E12000007,303,Bexley,E09000004,,,State-funded secondary,Total,Total,Total,20409
202021,Academic year,Local authority,E92000001,England,London,E12000007,303,Bexley,E09000004,,,State-funded secondary,Total,Total,"Education, health and care plan",350
202021,Academic year,Local authority,E92000001,England,London,E12000007,303,Bexley,E09000004,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,1992
202021,Academic year,Local authority,E92000001,England,London,E12000007,303,Bexley,E09000004,,,State-funded special school,Total,Total,Total,586
202021,Academic year,Local authority,E92000001,England,London,E12000007,303,Bexley,E09000004,,,State-funded special school,Total,Total,"Education, health and care plan",586
202021,Academic year,Local authority,E92000001,England,London,E12000007,303,Bexley,E09000004,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,0
202021,Academic year,Local authority,E92000001,England,London,E12000007,304,Brent,E09000005,,,Independent school,Total,Total,Total,2262
202021,Academic year,Local authority,E92000001,England,London,E12000007,304,Brent,E09000005,,,Independent school,Total,Total,"Education, health and care plan",111
202021,Academic year,Local authority,E92000001,England,London,E12000007,304,Brent,E09000005,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,345
202021,Academic year,Local authority,E92000001,England,London,E12000007,304,Brent,E09000005,,,State-funded alternative provision,Total,Total,Total,56
202021,Academic year,Local authority,E92000001,England,London,E12000007,304,Brent,E09000005,,,State-funded alternative provision,Total,Total,"Education, health and care plan",6
202021,Academic year,Local authority,E92000001,England,London,E12000007,304,Brent,E09000005,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,50
202021,Academic year,Local authority,E92000001,England,London,E12000007,304,Brent,E09000005,,,State-funded nursery,Total,Total,Total,397
202021,Academic year,Local authority,E92000001,England,London,E12000007,304,Brent,E09000005,,,State-funded nursery,Total,Total,"Education, health and care plan",10
202021,Academic year,Local authority,E92000001,England,London,E12000007,304,Brent,E09000005,,,State-funded nursery,Total,Total,SEN support / SEN without an EHC plan,80
202021,Academic year,Local authority,E92000001,England,London,E12000007,304,Brent,E09000005,,,State-funded primary,Total,Total,Total,26364
202021,Academic year,Local authority,E92000001,England,London,E12000007,304,Brent,E09000005,,,State-funded primary,Total,Total,"Education, health and care plan",689
202021,Academic year,Local authority,E92000001,England,London,E12000007,304,Brent,E09000005,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,3162
202021,Academic year,Local authority,E92000001,England,London,E12000007,304,Brent,E09000005,,,State-funded secondary,Total,Total,Total,20603
202021,Academic year,Local authority,E92000001,England,London,E12000007,304,Brent,E09000005,,,State-funded secondary,Total,Total,"Education, health and care plan",392
202021,Academic year,Local authority,E92000001,England,London,E12000007,304,Brent,E09000005,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,1780
202021,Academic year,Local authority,E92000001,England,London,E12000007,304,Brent,E09000005,,,State-funded special school,Total,Total,Total,774
202021,Academic year,Local authority,E92000001,England,London,E12000007,304,Brent,E09000005,,,State-funded special school,Total,Total,"Education, health and care plan",774
202021,Academic year,Local authority,E92000001,England,London,E12000007,304,Brent,E09000005,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,0
202021,Academic year,Local authority,E92000001,England,London,E12000007,305,Bromley,E09000006,,,Independent school,Total,Total,Total,5187
202021,Academic year,Local authority,E92000001,England,London,E12000007,305,Bromley,E09000006,,,Independent school,Total,Total,"Education, health and care plan",273
202021,Academic year,Local authority,E92000001,England,London,E12000007,305,Bromley,E09000006,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,511
202021,Academic year,Local authority,E92000001,England,London,E12000007,305,Bromley,E09000006,,,State-funded alternative provision,Total,Total,Total,38
202021,Academic year,Local authority,E92000001,England,London,E12000007,305,Bromley,E09000006,,,State-funded alternative provision,Total,Total,"Education, health and care plan",2
202021,Academic year,Local authority,E92000001,England,London,E12000007,305,Bromley,E09000006,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,36
202021,Academic year,Local authority,E92000001,England,London,E12000007,305,Bromley,E09000006,,,State-funded primary,Total,Total,Total,27999
202021,Academic year,Local authority,E92000001,England,London,E12000007,305,Bromley,E09000006,,,State-funded primary,Total,Total,"Education, health and care plan",812
202021,Academic year,Local authority,E92000001,England,London,E12000007,305,Bromley,E09000006,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,3305
202021,Academic year,Local authority,E92000001,England,London,E12000007,305,Bromley,E09000006,,,State-funded secondary,Total,Total,Total,23864
202021,Academic year,Local authority,E92000001,England,London,E12000007,305,Bromley,E09000006,,,State-funded secondary,Total,Total,"Education, health and care plan",410
202021,Academic year,Local authority,E92000001,England,London,E12000007,305,Bromley,E09000006,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,2973
202021,Academic year,Local authority,E92000001,England,London,E12000007,305,Bromley,E09000006,,,State-funded special school,Total,Total,Total,790
202021,Academic year,Local authority,E92000001,England,London,E12000007,305,Bromley,E09000006,,,State-funded special school,Total,Total,"Education, health and care plan",787
202021,Academic year,Local authority,E92000001,England,London,E12000007,305,Bromley,E09000006,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,3
202021,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,,,Independent school,Total,Total,Total,9516
202021,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,,,Independent school,Total,Total,"Education, health and care plan",44
202021,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,973
202021,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,,,State-funded alternative provision,Total,Total,Total,163
202021,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,,,State-funded alternative provision,Total,Total,"Education, health and care plan",34
202021,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,57
202021,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,,,State-funded nursery,Total,Total,Total,114
202021,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,,,State-funded nursery,Total,Total,"Education, health and care plan",0
202021,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,,,State-funded nursery,Total,Total,SEN support / SEN without an EHC plan,0
202021,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,,,State-funded primary,Total,Total,Total,11128
202021,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,,,State-funded primary,Total,Total,"Education, health and care plan",357
202021,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,1661
202021,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,,,State-funded secondary,Total,Total,Total,10360
202021,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,,,State-funded secondary,Total,Total,"Education, health and care plan",318
202021,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,1291
202021,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,,,State-funded special school,Total,Total,Total,402
202021,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,,,State-funded special school,Total,Total,"Education, health and care plan",331
202021,Academic year,Local authority,E92000001,England,London,E12000007,202,Camden,E09000007,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,71
